session_id,user_id,session_start,device,source_channel,pages_viewed
126,230.0,2024-01-14 21:00:37,tablet,Direct,11.0
127,2743.0,04/04/2024 15:58,mobile,Facebook Ads,6.0
128,820.0,2024-01-01 16:18:48,tablet,Google Search,6.0
129,4964.0,2024-04-27 16:10:27,mobile,,4.0
130,2971.0,2024-04-21 10:17:59,tablet,Referral,15.0
131,4877.0,2024-04-29 04:14:24,desktop,Google Search,5.0
132,5664.0,2024-03-31 16:42:07,Tablet,Instagram Ads,-1.0
133,2521.0,not_a_date,tablet,,12.0
134,5401.0,2024-02-23 14:11:42,desktop,Facebook Ads,
135,3980.0,2024-01-06 17:59:45,DESKTOP,Google Search,1.0
136,409.0,2024-01-01 15:44:43,desktop,Organic Search,10.0
137,3786.0,2024-04-07 10:51:21,mobile,Instagram Ads,7.0
138,4899.0,2024-01-25 11:27:22,desktop,Instagram Ads,8.0
139,228.0,2024-04-29 01:53:43,mobile,Referral,11.0
140,5256.0,not_a_date,desktop,Google Search,14.0
141,5223.0,2024-01-25 21:39:22,mobile,GOOGLE DISPLAY,15.0
142,8151.0,2024-02-02 03:48:39,tablet,Facebook Ads,15.0
143,1913.0,2024-03-01 17:12:47,desktop,Email,15.0
144,6334.0,2024-01-09 01:52:53,Android,Email,11.0
145,3684.0,2024-01-01 14:20:19,mobile,Organic Search,11.0
146,4884.0,2024-03-02 20:59:58,Phone,TikTok Ads,
147,3826.0,2024-01-20 12:39:30,desk_top,Google Search,9.0
148,8014.0,2024-02-14 04:02:04,mobile,FB Ads,10.0
149,4207.0,2024-03-27 00:53:37,tablet,TikTok Ads,12.0
150,2267.0,2024-01-15 06:53:51,mobile,Referral,11.0
151,8369.0,2024-03-13 16:44:10,desktop,Email,14.0
152,1934.0,2024-01-11 13:55:15,mobile,,1.0
153,6487.0,2024-03-19 17:11:41,tablet,Email,1.0
154,1294.0,2024-02-06 03:42:42,Mobile,Google Search,13.0
155,7431.0,2024-04-09 04:33:06,tablet,Direct,5.0
156,1587.0,2024-03-12 11:00:04,desktop,Instagram Ads,7.0
157,2535.0,2024-03-13 08:23:01,tablet,Referral,4.0
158,737.0,,mobile,fb_ads,5.0
159,2863.0,2024-02-28 08:59:48,desktop,Email,1.0
160,1318.0,2024-02-20 08:42:25,tablet,TikTok Ads,7.0
161,3021.0,14/04/2024 13:33,desktop,email,4.0
162,6982.0,2024-02-10 08:14:19,desktop,Referral,13.0
163,4316.0,05/02/2024 17:57,desktop,Organic Search,9.0
164,3818.0,2024-01-26 18:42:29,tablet,Referral,2.0
165,7559.0,2024-02-18 00:29:56,tablet,TikTok Ads,7.0
166,5070.0,2024-02-25 10:18:28,mobile,REFERRAL,10.0
167,5728.0,2024-03-02 06:07:59,desktop,Direct,14.0
168,7424.0,2024-04-10 11:58:57,DESKTOP,Email,3.0
169,600.0,2024-03-29 14:48:57,tablet,Google Display,9.0
170,7711.0,2024-03-28 19:53:03,tablet,Google Display,14.0
171,1787.0,2024-02-04 23:00:04,desktop,,1.0
172,3245.0,2024-02-05 00:36:16,tablet,Google Search,1.0
173,1210.0,2024-01-16 00:41:55,Tablet,Referral,7.0
174,7887.0,2024-04-24 00:45:52,tablet,Direct,13.0
175,1007.0,2024-04-01 02:22:25,desktop,Google Search,2.0
176,1767.0,2024-04-21 01:39:53,mobile,TikTok Ads,7.0
177,6598.0,2024-01-13 20:02:35,desktop,Direct,9.0
178,6137.0,2024-04-29 18:01:11,Phone,Facebook Ads,5.0
179,2959.0,2024-01-04 10:32:40,mobile,Referral,9.0
180,4165.0,not_a_date,tablet,Googel Search,15.0
181,6398.0,2024-03-16 17:28:17,desktop,Google Search,13.0
182,7510.0,2024-02-08 04:13:22,desktop,Organic Search,7.0
183,1945.0,2024-02-27 21:42:33,desktop,instagram ads,10.0
184,,not_a_date,tablet,Google Display,1.0
185,,2024-01-01 08:31:42,mobile,Facebook Ads,7.0
186,1725.0,2024-04-10 15:27:50,desktop,Direct ,7.0
187,1272.0,28/01/2024 15:31,,TikTok Ads,5.0
188,,2024-03-13 20:08:33,tablet,tik_tok_ads,3.0
189,1799.0,13/01/2024 21:21,tablet,Referral,15.0
190,6297.0,2024-04-17 02:28:58,desktop,Google Display,4.0
191,3230.0,2024-03-18 15:06:52,desktop,Referral,10.0
192,7538.0,2024-02-10 22:35:03,desktop,,-1.0
193,4787.0,2024-03-27 01:55:07,tablet,referal,2.0
194,348.0,2024-03-18 22:57:27,mobile,,6.0
195,5647.0,2024-02-04 18:04:39,desktop,instagram ads,14.0
196,8005.0,2024-02-27 19:45:08,desktop,Google Display,6.0
197,6363.0,2024-03-26 13:24:33,tab_let,Direct,8.0
198,,2024-04-27 23:16:39,desktop,Facebook Ads,9.0
199,1234.0,2024-02-02 06:45:52,mobile,Google Search,12.0
200,1000.0,2024-03-15 23:59:32,tablet,Referral,11.0
201,612.0,2024-04-27 00:42:29,tablet,Email,10.0
202,718.0,2024-03-02 05:44:47,tablet,Facebook Ads,4.0
203,3162.0,14/04/2024 05:01,tablet,Email,14.0
204,4161.0,,mobile,Instagram Ads,2.0
205,,2024-01-13 15:26:11,,TikTok Ads,12.0
206,4278.0,2024-02-15 14:20:02,desktop,Referral,
207,6611.0,16/04/2024 20:18,tablet,GOOGLE DISPLAY,12.0
208,1458.0,2024-02-14 20:30:53,desktop,TikTok Ads,6.0
209,6272.0,2024-03-01 20:00:09,desktop,Referral,10.0
210,5355.0,2024-03-11 22:19:57,tablet,Direct,9.0
211,6689.0,2024-01-09 12:48:57,mobile,TikTok Ads,8.0
212,6887.0,2024-02-18 20:04:21,tablet,Google Search,13.0
213,2552.0,,desktop,Email,15.0
214,4607.0,2024-03-28 15:00:38,mobile,Googel Search,7.0
215,5614.0,2024-02-28 06:53:27,Android,Instagram Ads,14.0
216,8342.0,2024-04-07 05:52:20,mobile,Google Search,14.0
217,4968.0,2024-03-04 03:16:17,tablet,GOOGLE DISPLAY,7.0
218,3858.0,2024-01-06 05:07:43,tablet,Google Display,14.0
219,2670.0,2024-03-04 06:19:17,tablet,organic search,11.0
220,7036.0,2024-03-04 10:09:14,mobile,TikTok Ads,12.0
221,6570.0,2024-02-27 21:47:47,mobile,Facebook Ads,8.0
222,2238.0,2024-03-26 11:32:16,tablet,Instagram Ads,2.0
223,8429.0,2024-03-16 12:17:24,tablet,TikTok Ads,9.0
224,2299.0,2024-01-22 14:27:10,Phone,direct,9.0
225,,2024-03-15 06:17:25,desktop,Facebook Ads,13.0
226,2386.0,2024-04-26 14:45:18,desktop,Google Display,15.0
227,5113.0,2024-01-10 18:39:52,tablet,Direct,12.0
228,5071.0,2024-04-22 19:27:07,desktop,Instagram Ads,8.0
229,1099.0,2024-01-09 12:21:44,tablet,Organic Search,15.0
230,3585.0,2024-04-09 16:28:33,mobile,Google Search,11.0
231,8241.0,2024-02-16 20:36:32,mobile,Instagram Ads,9.0
232,4559.0,08/03/2024 12:38,tablet,facebook ads,1.0
233,470.0,2024-03-31 19:57:13,mobile,Google Display,4.0
234,4347.0,not_a_date,tablet,Instagram Ads,15.0
235,6951.0,2024-01-22 06:21:15,Tablet,TikTok Ads,14.0
236,3183.0,2024-03-31 17:17:57,,Email,14.0
237,2576.0,2024-04-09 14:31:11,desktop,Referral,11.0
238,135.0,2024-03-15 21:58:19,mobile,TikTok Ads,15.0
239,,2024-01-19 11:37:02,desktop,,12.0
240,980.0,not_a_date,Desktop,Email,13.0
241,2163.0,2024-02-15 04:23:35,tablet,,13.0
242,7873.0,2024-02-26 08:31:59,mobile_web,Referral,1.0
243,5490.0,2024-04-29 19:23:01,tablet,Referral,
244,4151.0,not_a_date,mobile,Direct,11.0
245,6469.0,2024-01-14 10:59:07,desktop,Google Display,9.0
246,6419.0,,TABLET,Google Search,14.0
247,,,tablet,Facebook Ads,13.0
248,836.0,2024-01-01 14:14:16,MOBILE,TikTok Ads,5.0
249,4411.0,2024-03-19 00:26:37,MOBILE,Instagram Ads,1.0
250,5020.0,2024-04-11 01:05:51,tablet,Facebook Ads,14.0
251,4769.0,2024-02-19 05:01:15,Android,Google Search,7.0
252,4398.0,11/03/2024 18:14,mobile,Referral,2.0
253,58.0,2024-03-13 17:25:24,desktop,Direct,11.0
254,4336.0,2024-03-21 14:15:30,tablet,Organic Search,2.0
255,7194.0,2024-01-06 16:49:17,tablet,Referral,7.0
256,7351.0,16/04/2024 14:23,Tablet,Direct,15.0
257,2426.0,2024-01-07 04:32:30,desktop,Direct,12.0
258,2872.0,2024-03-11 23:50:44,tablet,Email,10.0
259,2043.0,2024-01-25 15:45:03,Tablet,Instagram Ads,
260,6484.0,2024-03-04 21:50:19,desktop,Email,15.0
261,8426.0,2024-03-29 13:27:29,desktop,,9.0
262,5555.0,2024-03-16 23:44:09,mobile,tik_tok_ads,4.0
263,4094.0,2024-03-19 08:32:20,mobile,Referral,12.0
264,8436.0,2024-02-12 06:13:57,desktop,eMail,4.0
265,2080.0,2024-03-09 15:28:37,desktop,REFERRAL,6.0
266,5436.0,2024-01-06 07:55:26,mobile,TikTok Ads,15.0
267,1570.0,2024-02-23 03:23:45,mobile,Referral,12.0
268,1637.0,2024-04-29 01:52:38,mobile,Email,7.0
269,3429.0,2024-02-22 15:19:08,desktop,Direct,
270,5252.0,2024-04-28 18:08:08,mobile,Email,12.0
271,4986.0,2024-02-12 19:39:20,TABLET,Organic Search,4.0
272,3167.0,2024-04-19 23:56:10,tablet,insta_Ads,7.0
273,6899.0,2024-03-08 01:54:15,tablet,TikTok Ads,8.0
274,7083.0,2024-03-26 07:26:53,mobile,TikTok Ads,8.0
275,1204.0,2024-03-01 08:34:46,tablet,Google Display,8.0
276,4832.0,2024-02-21 17:01:38,desktop,Organic Search,7.0
277,4243.0,2024-01-02 18:03:15,tablet,Instagram Ads,7.0
278,2046.0,2024-03-17 13:25:25,mobile,Email,3.0
279,8449.0,2024-04-10 03:23:40,Android,eMail,13.0
280,3375.0,2024-02-02 21:02:13,tablet,referral,10.0
281,8421.0,02/02/2024 04:36,mobile,Google Display,15.0
282,1107.0,2024-02-09 05:05:46,tablet,Organic Search,14.0
283,,2024-01-11 05:49:57,desktop,Email,1.0
284,5071.0,,desktop,Email,3.0
285,6859.0,2024-03-11 19:51:57,tablet,Instagram Ads,2.0
286,5394.0,2024-02-20 14:18:53,mobile,GOOGLE DISPLAY,4.0
287,5350.0,2024-03-30 18:39:35,Tablet,Organic Search,10.0
288,158.0,2024-01-17 16:23:43,MOBILE,,15.0
289,4416.0,2024-03-09 06:14:39,tablet,Google Search,8.0
290,1870.0,2024-03-15 01:46:50,tablet,TikTok Ads,3.0
291,6495.0,2024-01-19 03:27:36,tablet,,6.0
292,4107.0,2024-03-08 04:06:08,desktop,TikTok Ads,9.0
293,8144.0,2024-01-08 05:31:24,mobile,TikTok Ads,11.0
294,7977.0,08/03/2024 11:26,tablet,Email,5.0
295,581.0,2024-04-13 09:52:55,desktop,Google Display,2.0
296,6092.0,2024-04-07 09:43:21,desktop,Referral,6.0
297,8274.0,,tablet,Facebook Ads,14.0
298,1947.0,2024-04-12 15:57:48,Desktop,Referral,1.0
299,442.0,2024-02-14 05:54:32,TABLET,Google Display,6.0
300,3561.0,2024-02-25 07:05:05,desktop,Facebook Ads,15.0
301,5442.0,2024-02-29 05:38:39,mobile,Organic Search,14.0
302,8314.0,2024-02-15 02:11:26,tablet,TikTok Ads,4.0
303,757.0,2024-02-12 07:47:22,mobile,TikTok Ads,15.0
304,5138.0,2024-01-22 07:05:07,tablet,Referral,9.0
305,8333.0,2024-04-16 10:30:52,desktop,instagram ads,3.0
306,4609.0,2024-02-05 06:00:30,desktop,Organic  Search,11.0
307,2589.0,2024-01-08 02:09:59,Phone,FB Ads,11.0
308,3132.0,2024-01-14 18:21:59,mobile,Google Display,12.0
309,4054.0,2024-03-10 08:36:32,desktop,Direct,6.0
310,7346.0,2024-04-03 05:57:34,tablet,Google Display,2.0
311,8400.0,2024-03-28 08:45:59,mobile,Google Search,4.0
312,32.0,2024-02-10 18:39:00,TABLET,Direct ,5.0
313,2964.0,2024-01-06 15:23:18,DESKTOP,Direct,10.0
314,2128.0,2024-02-03 04:59:44,,Direct,6.0
315,935.0,2024-02-16 06:48:24,mobile,TikTok Ads,6.0
316,2858.0,2024-01-17 09:03:32,tablet,Organic Search,11.0
317,4081.0,23/01/2024 04:38,tablet,direct,
318,6674.0,2024-02-09 19:33:58,desktop,Organic Search,8.0
319,5043.0,2024-04-14 02:16:33,tablet,Google  Search,15.0
320,4056.0,not_a_date,tablet,Referral,15.0
321,6070.0,2024-02-01 15:29:10,desktop,Direct,8.0
322,5628.0,2024-03-21 06:04:55,mobile,Google Display,1.0
323,,,mobile,Facebook Ads,5.0
324,6232.0,2024-03-24 06:37:59,Tablet,Referral,14.0
325,4541.0,2024-01-24 03:04:16,mobile,Instagram Ads,1.0
326,5257.0,26/03/2024 15:47,desktop,Organic Search,13.0
327,1994.0,2024-04-28 13:39:48,tablet,Instagram Ads,15.0
328,1491.0,2024-03-30 06:07:02,tab_let,EMAIL,7.0
329,272.0,2024-02-28 11:51:25,desktop,Direct,3.0
330,5534.0,2024-04-02 02:48:01,tab_let,Instagram Ads,8.0
331,,2024-01-17 01:12:40,Android,Google Search,10.0
332,7788.0,2024-04-24 09:46:30,desktop,Google Display,13.0
333,1106.0,2024-04-25 09:47:08,tablet,Direct,5.0
334,1481.0,2024-02-03 20:17:53,Desktop,organic search,4.0
335,2490.0,2024-02-24 22:49:53,Tablet,Facebook Ads,5.0
336,7090.0,,mobile,Organic Search,5.0
337,5899.0,2024-04-25 15:35:41,mobile,Facebook Ads,1.0
338,4461.0,09/02/2024 23:59,desktop,Facebook Ads,2.0
339,3977.0,2024-01-27 07:51:21,tablet,,2.0
340,4868.0,2024-01-29 00:40:00,mobile,facebook ads,13.0
341,532.0,27/01/2024 13:13,mobile,Instagram Ads,-1.0
342,7065.0,2024-02-19 10:56:17,tablet,Instagram Ads,4.0
343,3037.0,2024-01-18 08:47:11,tablet,Instagram Ads,8.0
344,1120.0,19/04/2024 06:56,tab_let,tik_tok_ads,12.0
345,6348.0,2024-02-17 07:54:20,tablet,Facebook Ads,13.0
346,6732.0,2024-04-23 13:01:47,tablet,Direct,2.0
347,6226.0,2024-02-21 21:43:01,MOBILE,Facebook Ads,13.0
348,8503.0,2024-04-13 14:41:25,mobile,referal,9.0
349,,2024-02-14 15:44:45,mobile,Google Display,14.0
350,3986.0,2024-03-29 00:05:50,tablet,Email,15.0
351,5970.0,2024-01-21 01:08:47,desktop,tiktok ads,4.0
352,93.0,2024-04-13 08:54:06,desktop,Email,5.0
353,6140.0,2024-01-26 20:30:23,tablet,Instagram Ads,11.0
354,6824.0,2024-03-05 17:58:59,tablet,Facebok Ads,
355,7838.0,2024-03-03 16:33:55,Android,Facebook Ads,2.0
356,5291.0,2024-03-24 18:31:41,mobile,TikTok Ads,2.0
357,7764.0,2024-03-13 17:32:05,tablet,Facebook Ads,12.0
358,4672.0,2024-03-09 23:00:22,desktop,Referral,5.0
359,3644.0,2024-04-11 18:32:46,desktop,TikTok Ads,12.0
360,2955.0,2024-01-25 04:03:44,tablet,Email,15.0
361,6384.0,2024-01-26 17:49:05,desktop,Instagram Ads,9.0
362,6274.0,2024-01-20 05:06:20,desktop,Google Display,9.0
363,3213.0,2024-02-21 12:52:52,mobile,Referral,6.0
364,7036.0,2024-01-07 21:40:21,desktop,Facebook Ads,7.0
365,1155.0,,desktop,TikTok Ads,13.0
366,4705.0,2024-02-07 07:41:34,desktop,Facebook Ads,7.0
367,4565.0,2024-04-04 12:05:09,tablet,Referral,7.0
368,3142.0,25/01/2024 23:39,Desktop,Google  Display,8.0
369,4942.0,,mobile,Referral,3.0
370,3094.0,2024-03-14 07:02:16,tablet,REFERRAL,13.0
371,3167.0,2024-01-06 08:42:08,desktop,Direct,2.0
372,6648.0,,mobile,Instagram Ads,10.0
373,5537.0,2024-01-08 18:49:01,mobile,Referral,8.0
374,8047.0,2024-02-26 04:29:12,tablet,TikTok Ads,3.0
375,5254.0,2024-04-09 06:25:00,mobile_web,Google Search,2.0
376,6041.0,2024-03-13 21:27:32,desktop,Google Display,12.0
377,660.0,2024-02-26 17:12:12,mobile,Googel Display,5.0
378,6858.0,16/04/2024 15:54,tablet,instagram ads,12.0
379,7271.0,2024-04-28 11:21:50,desktop,Referral,6.0
380,8506.0,2024-01-30 20:25:49,tablet,Facebook Ads,
381,5797.0,2024-01-13 10:03:34,tablet,Referral,15.0
382,3224.0,2024-03-24 11:45:42,mobile,Referral,14.0
383,3435.0,15/04/2024 14:55,tab_let,Email,4.0
384,,2024-02-11 19:32:10,desk_top,FB Ads,3.0
385,5363.0,2024-02-10 23:00:55,mobile,Google Display,2.0
386,2741.0,25/02/2024 11:47,tablet,Instgram Ads,7.0
387,5479.0,2024-02-04 22:19:46,tablet,google search,7.0
388,1950.0,2024-04-07 12:58:09,TABLET,Referral,3.0
389,4877.0,2024-01-04 23:42:02,tablet,Email,10.0
390,4163.0,2024-01-04 04:24:10,mobile,Google Search,12.0
391,7801.0,2024-02-09 18:06:32,desktop,Facebook Ads,9.0
392,6207.0,not_a_date,desktop,Organic Search,3.0
393,6117.0,2024-03-21 18:47:15,desktop,TikTok Ads,2.0
394,4029.0,2024-04-22 13:49:20,mobile,Facebook Ads,7.0
395,2169.0,2024-02-13 14:11:01,tablet,Referral,7.0
396,5629.0,2024-03-14 14:09:32,tablet,Google Display,13.0
397,7225.0,2024-03-14 21:24:14,tablet,,2.0
398,5530.0,2024-04-05 09:23:20,mobile,Google Display,1.0
399,1200.0,2024-04-15 21:20:33,mobile,Facebook Ads,6.0
400,4461.0,2024-03-24 07:19:50,iPhone,Facebook Ads,-1.0
401,7016.0,2024-02-25 10:13:57,Desktop,Google Display,2.0
402,703.0,2024-01-20 14:27:52,mobile,Google Search,2.0
403,7961.0,2024-03-28 19:26:52,iPhone,eMail,12.0
404,,2024-04-25 13:12:41,mobile,Referral,4.0
405,1137.0,2024-02-29 02:49:04,desktop,Google Display,9.0
406,5475.0,2024-03-13 16:32:23,mobile,Referral,12.0
407,1679.0,2024-01-17 20:52:01,,Facebook Ads,3.0
408,7006.0,2024-03-04 15:30:28,desk_top,Google Display,13.0
409,4493.0,2024-02-20 19:36:27,tablet,Email,2.0
410,5064.0,2024-01-27 19:03:52,tablet,TikTok Ads,
411,8019.0,2024-03-23 06:30:22,desktop,,
412,3249.0,2024-03-01 21:27:17,desktop,Instagram Ads,10.0
413,,2024-02-04 19:15:55,desktop,Facebook Ads,3.0
414,4000.0,2024-01-21 19:51:00,mobile,Google Search,10.0
415,7246.0,2024-01-26 06:47:12,mobile,TicTok Ads,7.0
416,2807.0,2024-02-29 18:22:41,mobile,Email,15.0
417,6200.0,01/01/2024 01:10,tablet,Google Display,3.0
418,2355.0,2024-02-20 03:45:52,tablet,Email,3.0
419,8153.0,2024-02-23 09:23:49,mobile,Google Display,3.0
420,1103.0,2024-03-26 18:13:25,mobile,Instagram Ads,12.0
421,551.0,23/03/2024 15:07,iPhone,TikTok Ads,2.0
422,7113.0,2024-02-06 01:50:50,desktop,Email,11.0
423,7866.0,2024-02-05 02:17:10,tablet,Organic Search,-1.0
424,8024.0,2024-04-12 20:01:31,desktop,Direct,1.0
425,2513.0,2024-01-05 23:45:14,tab_let,DIRECT,15.0
426,4804.0,03/02/2024 04:16,desktop,Organic Search,2.0
427,7920.0,2024-02-23 07:24:46,tablet,TikTok Ads,15.0
428,2581.0,2024-01-23 13:01:02,desktop,tik_tok_ads,7.0
429,4993.0,2024-01-15 07:43:05,tablet,Google Display,15.0
