===============================================================================
AOV Average Order Value Performance Analysis – Query Results
===============================================================================

1) AOV overall 
    2) AOV Performance monthly
    3.1) Mid of Funnel (MOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.2) Top of Funnel (TOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.3) Bottom of Funnel (BOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.4) Top 10 Improvements/Declines MoM AOV Channels
    4.1) Mid of Funnel (MOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.2) Top of Funnel (TOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.3) Bottom of Funnel (BOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.4) Top 10 Improvements/Declines MoM AOV Campaigns

================================================================================
1) AOV Overall
================================================================================

revenue     orders      aov       
----------  ----------  ----------
382478.49   2495        153.297991

================================================================================
2) AOV Performance Monthly
================================================================================

performance_month  current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         68831.49         443             155.375823   153.438437  1.937386    Above Avg   NULL        NULL         No Change   NULL          
2024-02-01         110311.33        699             157.813061   153.438437  4.374624    Above Avg   155.375823  2.437238     Increase    1.570000      
2024-03-01         108981.21        725             150.318910   153.438437  -3.119527   Below Avg   157.813061  -7.494151    Decrease    -4.750000     
2024-04-01         94354.46         628             150.245955   153.438437  -3.192482   Below Avg   150.318910  -0.072955    Decrease    -0.050000     

================================================================================
3.1) MOFU Monthly AOV Performance and MoM-Analysis by Channels
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
2024-04-01         Google Display      11128.18         75              148.375733   137.798477  10.577256   Above Avg   133.630000  14.745733    Increase    11.030000
2024-01-01         Google Search       8368.39          56              149.435535   137.161028  12.274507   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         Google Search       13773.17         89              154.754719   137.161028  17.593691   Above Avg   149.435535  5.319184     Increase    3.560000
2024-03-01         Google Search       11917.70         98              121.609183   137.161028  -15.551845  Below Avg   154.754719  -33.145536   Decrease    -21.420000
2024-04-01         Google Search       9459.04          77              122.844675   137.161028  -14.316353  Below Avg   121.609183  1.235492     Increase    1.020000
2024-01-01         Instagram Ads       9038.24          60              150.637333   138.490243  12.147090   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         Instagram Ads       9363.57          81              115.599629   138.490243  -22.890614  Below Avg   150.637333  -35.037704   Decrease    -23.260000
2024-03-01         Instagram Ads       9915.90          71              139.660563   138.490243  1.170320    Above Avg   115.599629  24.060934    Increase    20.810000
2024-04-01         Instagram Ads       12881.52         87              148.063448   138.490243  9.573205    Above Avg   139.660563  8.402885     Increase    6.020000
2024-01-01         Organic Search      6400.53          53              120.764716   131.196810  -10.432094  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         Organic Search      10411.90         65              160.183076   131.196810  28.986266   Above Avg   120.764716  39.418360    Increase    32.640000
2024-03-01         Organic Search      11968.77         89              134.480561   131.196810  3.283751    Above Avg   160.183076  -25.702515   Decrease    -16.050000
2024-04-01         Organic Search      8858.07          81              109.358888   131.196810  -21.837922  Below Avg   134.480561  -25.121673   Decrease    -18.680000
2024-01-01         Referral            7394.74          47              157.334893   139.104285  18.230608   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         Referral            10693.63         78              137.097820   139.104285  -2.006465   Below Avg   157.334893  -20.237073   Decrease    -12.860000
2024-03-01         Referral            11488.53         79              145.424430   139.104285  6.320145    Above Avg   137.097820  8.326610     Increase    6.070000
2024-04-01         Referral            7692.96          66              116.560000   139.104285  -22.544285  Below Avg   145.424430  -28.864430   Decrease    -19.850000
2024-01-01         TikTok Ads          6767.26          54              125.319629   133.194899  -7.875270   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         TikTok Ads          12619.96         82              153.901951   133.194899  20.707052   Above Avg   125.319629  28.582322    Increase    22.810000
2024-03-01         TikTok Ads          10757.31         92              116.927282   133.194899  -16.267617  Below Avg   153.901951  -36.974669   Decrease    -24.020000
2024-04-01         TikTok Ads          9290.89          68              136.630735   133.194899  3.435836    Above Avg   116.927282  19.703453    Increase    16.850000

================================================================================
3.4a) Top 10 Channel AOV Improvements (absolute)
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-04-01         Google Display  11447.80         399             28.691228    49.103843   -20.412615  Below Avg   32.597368   -3.906140    Decrease    -11.980000    
2024-04-01         Email           10389.13         406             25.588990    49.794960   -24.205970  Below Avg   30.496072   -4.907082    Decrease    -16.090000    
2024-04-01         Organic Search  10980.55         409             26.847310    49.119092   -22.271782  Below Avg   32.991523   -6.144213    Decrease    -18.620000    
2024-04-01         TikTok Ads      10099.18         396             25.502979    49.861319   -24.358340  Below Avg   32.072746   -6.569767    Decrease    -20.480000    
2024-04-01         Instagram Ads   10298.53         384             26.819088    47.696288   -20.877200  Below Avg   33.947327   -7.128239    Decrease    -21.000000    
2024-04-01         Google Search   11346.72         417             27.210359    50.715032   -23.504673  Below Avg   34.595224   -7.384865    Decrease    -21.350000    
2024-04-01         Direct          10102.39         385             26.239974    47.557545   -21.317571  Below Avg   34.018679   -7.778705    Decrease    -22.870000    
2024-04-01         Facebook Ads    10026.72         407             24.635675    45.753635   -21.117960  Below Avg   33.747405   -9.111730    Decrease    -27.000000    
2024-04-01         Referral        9663.44          388             24.905773    49.664929   -24.759156  Below Avg   34.967833   -10.062060   Decrease    -28.780000    
2024-03-01         Instagram Ads   12322.88         363             33.947327    47.696288   -13.748961  Below Avg   46.524588   -12.577261   Decrease    -27.030000    

================================================================================
3.4b) Top 10 Channel AOV Improvements (percentage)
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-04-01         Google Display  11447.80         399             28.691228    49.103843   -20.412615  Below Avg   32.597368   -3.906140    Decrease    -11.980000    
2024-04-01         Email           10389.13         406             25.588990    49.794960   -24.205970  Below Avg   30.496072   -4.907082    Decrease    -16.090000    
2024-04-01         Organic Search  10980.55         409             26.847310    49.119092   -22.271782  Below Avg   32.991523   -6.144213    Decrease    -18.620000    
2024-04-01         TikTok Ads      10099.18         396             25.502979    49.861319   -24.358340  Below Avg   32.072746   -6.569767    Decrease    -20.480000    
2024-04-01         Instagram Ads   10298.53         384             26.819088    47.696288   -20.877200  Below Avg   33.947327   -7.128239    Decrease    -21.000000    
2024-04-01         Google Search   11346.72         417             27.210359    50.715032   -23.504673  Below Avg   34.595224   -7.384865    Decrease    -21.350000    
2024-04-01         Direct          10102.39         385             26.239974    47.557545   -21.317571  Below Avg   34.018679   -7.778705    Decrease    -22.870000    
2024-04-01         Facebook Ads    10026.72         407             24.635675    45.753635   -21.117960  Below Avg   33.747405   -9.111730    Decrease    -27.000000    
2024-03-01         Instagram Ads   12322.88         363             33.947327    47.696288   -13.748961  Below Avg   46.524588   -12.577261   Decrease    -27.030000    
2024-02-01         Direct          12916.49         236             54.730889    47.557545   7.173344    Above Avg   75.240638   -20.509749   Decrease    -27.260000    

================================================================================
3.4c) Top 10 Channel AOV Declines (absolute)
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         Email           12241.32         250             48.965280    49.794960   -0.829680   Below Avg   94.129500   -45.164220   Decrease    -47.980000    
2024-02-01         Google Search   14230.48         281             50.642277    50.715032   -0.072755   Below Avg   90.412268   -39.769991   Decrease    -43.990000    
2024-02-01         Referral        11182.97         220             50.831681    49.664929   1.166752    Above Avg   87.954431   -37.122750   Decrease    -42.210000    
2024-02-01         Instagram Ads   10747.18         231             46.524588    47.696288   -1.171700   Below Avg   83.494150   -36.969562   Decrease    -44.280000    
2024-02-01         TikTok Ads      12764.15         237             53.857172    49.861319   3.995853    Above Avg   88.012380   -34.155208   Decrease    -38.810000    
2024-02-01         Organic Search  11362.06         221             51.412036    49.119092   2.292944    Above Avg   85.225500   -33.813464   Decrease    -39.680000    
2024-02-01         Google Display  12662.75         249             50.854417    49.103843   1.750574    Above Avg   84.272359   -33.417942   Decrease    -39.650000    
2024-02-01         Facebook Ads    12203.93         240             50.849708    45.753635   5.096073    Above Avg   73.781752   -22.932044   Decrease    -31.080000    
2024-03-01         TikTok Ads      12027.28         375             32.072746    49.861319   -17.788573  Below Avg   53.857172   -21.784426   Decrease    -40.450000    
2024-03-01         Direct          12110.65         356             34.018679    47.557545   -13.538866  Below Avg   54.730889   -20.712210   Decrease    -37.840000    

================================================================================
3.4d) Top 10 Channel AOV Declines (percentage)
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         Email           12241.32         250             48.965280    49.794960   -0.829680   Below Avg   94.129500   -45.164220   Decrease    -47.980000    
2024-02-01         Instagram Ads   10747.18         231             46.524588    47.696288   -1.171700   Below Avg   83.494150   -36.969562   Decrease    -44.280000    
2024-02-01         Google Search   14230.48         281             50.642277    50.715032   -0.072755   Below Avg   90.412268   -39.769991   Decrease    -43.990000    
2024-02-01         Referral        11182.97         220             50.831681    49.664929   1.166752    Above Avg   87.954431   -37.122750   Decrease    -42.210000    
2024-03-01         TikTok Ads      12027.28         375             32.072746    49.861319   -17.788573  Below Avg   53.857172   -21.784426   Decrease    -40.450000    
2024-02-01         Organic Search  11362.06         221             51.412036    49.119092   2.292944    Above Avg   85.225500   -33.813464   Decrease    -39.680000    
2024-02-01         Google Display  12662.75         249             50.854417    49.103843   1.750574    Above Avg   84.272359   -33.417942   Decrease    -39.650000    
2024-02-01         TikTok Ads      12764.15         237             53.857172    49.861319   3.995853    Above Avg   88.012380   -34.155208   Decrease    -38.810000    
2024-03-01         Direct          12110.65         356             34.018679    47.557545   -13.538866  Below Avg   54.730889   -20.712210   Decrease    -37.840000    
2024-03-01         Email           10948.09         359             30.496072    49.794960   -19.298888  Below Avg   48.965280   -18.469208   Decrease    -37.720000    
================================================================================
4.1) MOFU Monthly AOV Performance and MoM-Analysis by Campaigns
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1            NULL                   1562.75          24              65.114583    36.856525   28.258058   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         1            NULL                   1745.56          45              38.790222    36.856525   1.933697    Above Avg   65.114583   -26.324361   Decrease    -40.430000
2024-03-01         1            NULL                   1945.63          74              26.292297    36.856525   -10.564228  Below Avg   38.790222   -12.497925   Decrease    -32.220000
2024-04-01         1            NULL                   1722.90          100             17.229000    36.856525   -19.627525  Below Avg   26.292297   -9.063297    Decrease    -34.470000
2024-01-01         2            Spring_Prospecting_EU  1662.74          20              83.137000    43.875401   39.261599   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         2            Spring_Prospecting_EU  2619.77          54              48.514259    43.875401   4.638858    Above Avg   83.137000   -34.622741   Decrease    -41.650000
2024-03-01         2            Spring_Prospecting_EU  1764.76          71              24.855774    43.875401   -19.019627  Below Avg   48.514259   -23.658485   Decrease    -48.770000
2024-04-01         2            Spring_Prospecting_EU  1785.49          94              18.994574    43.875401   -24.880827  Below Avg   24.855774   -5.861200    Decrease    -23.580000
2024-01-01         3            Summer_Launch          583.83           8               72.978750    40.021537   32.957213   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         3            Summer_Launch          1693.62          39              43.426153    40.021537   3.404616    Above Avg   72.978750   -29.552597   Decrease    -40.490000
2024-03-01         3            Summer_Launch          2401.23          91              26.387142    40.021537   -13.634395  Below Avg   43.426153   -17.039011   Decrease    -39.240000
2024-04-01         3            Summer_Launch          1642.94          95              17.294105    40.021537   -22.727432  Below Avg   26.387142   -9.093037    Decrease    -34.460000
2024-01-01         4            Lookalike_3pct_DE      956.31           15              63.754000    38.240632   25.513368   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         4            Lookalike_3pct_DE      2425.36          53              45.761509    38.240632   7.520877    Above Avg   63.754000   -17.992491   Decrease    -28.220000
2024-03-01         4            Lookalike_3pct_DE      1823.93          75              24.319066    38.240632   -13.921566  Below Avg   45.761509   -21.442443   Decrease    -46.860000
2024-04-01         4            Lookalike_3pct_DE      1778.90          93              19.127956    38.240632   -19.112676  Below Avg   24.319066   -5.191110    Decrease    -21.350000
2024-01-01         5            Holiday_Special        1209.36          16              75.585000    39.694860   35.890140   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         5            Holiday_Special        2077.34          50              41.546800    39.694860   1.851940    Above Avg   75.585000   -34.038200   Decrease    -45.030000
2024-03-01         5            Holiday_Special        1811.74          76              23.838684    39.694860   -15.856176  Below Avg   41.546800   -17.708116   Decrease    -42.620000
2024-04-01         5            Holiday_Special        1709.66          96              17.808958    39.694860   -21.885902  Below Avg   23.838684   -6.029726    Decrease    -25.290000
2024-01-01         6            SEO_Boost              1266.70          17              74.511764    38.218599   36.293165   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         6            SEO_Boost              1951.46          60              32.524333    38.218599   -5.694266   Below Avg   74.511764   -41.987431   Decrease    -56.350000
2024-03-01         6            SEO_Boost              2139.43          78              27.428589    38.218599   -10.790010  Below Avg   32.524333   -5.095744    Decrease    -15.670000
2024-04-01         6            SEO_Boost              1914.61          104             18.409711    38.218599   -19.808888  Below Avg   27.428589   -9.018878    Decrease    -32.880000
2024-01-01         7            Retention_Push         1433.12          19              75.427368    41.337976   34.089392   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         7            Retention_Push         1590.95          34              46.792647    41.337976   5.454671    Above Avg   75.427368   -28.634721   Decrease    -37.960000
2024-03-01         7            Retention_Push         2038.71          83              24.562771    41.337976   -16.775205  Below Avg   46.792647   -22.229876   Decrease    -47.510000
2024-04-01         7            Retention_Push         1689.79          91              18.569120    41.337976   -22.768856  Below Avg   24.562771   -5.993651    Decrease    -24.400000
2024-01-01         8            SEO_Boost              1458.63          21              69.458571    40.915329   28.543242   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         8            SEO_Boost              2827.01          57              49.596666    40.915329   8.681337    Above Avg   69.458571   -19.861905   Decrease    -28.600000
