===============================================================================
ARPU Average Revenue per User Performance Analysis – Query Results
===============================================================================

Queries:
    1) ARPU overall 
    2) ARPU Performances monthly 
    3.1) Mid of Funnel (MOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.2) Top of Funnel (TOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.3) Bottom of Funnel (BOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.4) Top 10 Improvements/Declines MoM ARPU Channels
    4.1) Mid of Funnel (MOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.2) Top of Funnel (TOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.3) Bottom of Funnel (BOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.4) Top 10 Improvements/Declines MoM ARPU Campaigns

================================================================================
1) ARPU Overall
================================================================================

revenue     users       arpu      
----------  ----------  ----------
382478.49   2160        177.073375

================================================================================
2) ARPU Performance Monthly
================================================================================

performance_month  current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         68831.49         433           158.964180    158.457694  0.506486    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         110311.33        667           165.384302    158.457694  6.926608    Above Avg   158.964180  6.420122      Increase    4.040000      
2024-03-01         108981.21        704           154.802855    158.457694  -3.654839   Below Avg   165.384302  -10.581447    Decrease    -6.400000     
2024-04-01         94354.46         610           154.679442    158.457694  -3.778252   Below Avg   154.802855  -0.123413     Decrease    -0.080000     

================================================================================
3.1) MOFU Monthly ARPU Performance and MoM-Analysis by Channels
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
2024-03-01         Google Search        13534.63         110           123.042090    116.401221  6.640869    Above Avg   135.168494  -12.126404    Decrease    -8.970000     
2024-04-01         Google Search        8550.47          74            115.546891    116.401221  -0.854330   Below Avg   123.042090  -7.495199     Decrease    -6.090000     
2024-01-01         Instagram Ads        6618.54          86            76.959767     112.144235  -35.184468  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Instagram Ads        12695.38         99            128.236161    112.144235  16.091926   Above Avg   76.959767   51.276394     Increase    66.630000     
2024-03-01         Instagram Ads        9958.94          92            108.249347    112.144235  -3.894888   Below Avg   128.236161  -19.986814    Decrease    -15.590000    
2024-04-01         Instagram Ads        12161.85         90            135.131666    112.144235  22.987431   Above Avg   108.249347  26.882319     Increase    24.830000     
2024-01-01         Organic Search       7247.20          93            77.926881     121.714623  -43.787742  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Organic Search       11961.44         84            142.398095    121.714623  20.683472   Above Avg   77.926881   64.471214     Increase    82.730000     
2024-03-01         Organic Search       12091.11         91            132.869340    121.714623  11.154717   Above Avg   142.398095  -9.528755     Decrease    -6.690000     
2024-04-01         Organic Search       10559.47         79            133.664177    121.714623  11.949554   Above Avg   132.869340  0.794837      Increase    0.600000      
2024-01-01         Referral             9273.68          103           90.035728     113.961575  -23.925847  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Referral             10777.72         83            129.852048    113.961575  15.890473   Above Avg   90.035728   39.816320     Increase    44.220000     
2024-03-01         Referral             10105.45         86            117.505232    113.961575  3.543657    Above Avg   129.852048  -12.346816    Decrease    -9.510000     
2024-04-01         Referral             9713.17          82            118.453292    113.961575  4.491717    Above Avg   117.505232  0.948060      Increase    0.810000      
2024-01-01         TikTok Ads           6480.60          99            65.460606     113.497535  -48.036929  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         TikTok Ads           11389.51         93            122.467849    113.497535  8.970314    Above Avg   65.460606   57.007243     Increase    87.090000     
2024-03-01         TikTok Ads           11931.01         85            140.364823    113.497535  26.867288   Above Avg   122.467849  17.896974     Increase    14.610000     
2024-04-01         TikTok Ads           12821.08         102           125.696862    113.497535  12.199327   Above Avg   140.364823  -14.667961    Decrease    -10.450000

================================================================================
3.3) BOFU Monthly ARPU Performance and MoM-Analysis by Last-Touch Channels
================================================================================

performance_month  last_touch_channel  current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         Direct              7414.96          55            134.817454    145.833175  -11.015721  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Direct              12443.73         85            146.396823    145.833175  0.563648    Above Avg   134.817454  11.579369     Increase    8.590000      
2024-03-01         Direct              11589.41         76            152.492236    145.833175  6.659061    Above Avg   146.396823  6.095413      Increase    4.160000      
2024-04-01         Direct              9426.45          63            149.626190    145.833175  3.793015    Above Avg   152.492236  -2.866046     Decrease    -1.880000     
2024-01-01         Email               7702.31          51            151.025686    137.234706  13.790980   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         Email               10573.31         74            142.882567    137.234706  5.647861    Above Avg   151.025686  -8.143119     Decrease    -5.390000     
2024-03-01         Email               10841.04         86            126.058604    137.234706  -11.176102  Below Avg   142.882567  -16.823963    Decrease    -11.770000    
2024-04-01         Email               8512.15          66            128.971969    137.234706  -8.262737   Below Avg   126.058604  2.913365      Increase    2.310000      
2024-01-01         Facebook Ads        5971.33          49            121.863877    127.592855  -5.728978   Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Facebook Ads        11329.13         82            138.160121    127.592855  10.567266   Above Avg   121.863877  16.296244     Increase    13.370000     
2024-03-01         Facebook Ads        10620.08         84            126.429523    127.592855  -1.163332   Below Avg   138.160121  -11.730598    Decrease    -8.490000     
2024-04-01         Facebook Ads        10037.35         81            123.917901    127.592855  -3.674954   Below Avg   126.429523  -2.511622     Decrease    -1.990000     
2024-01-01         Google Display      5527.63          42            131.610238    139.916095  -8.305857   Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Google Display      13345.06         97            137.577938    139.916095  -2.338157   Below Avg   131.610238  5.967700      Increase    4.530000      
2024-03-01         Google Display      12561.22         91            138.035384    139.916095  -1.880711   Below Avg   137.577938  0.457446      Increase    0.330000      
2024-04-01         Google Display      11128.18         73            152.440821    139.916095  12.524726   Above Avg   138.035384  14.405437     Increase    10.440000     
2024-01-01         Google Search       8368.39          55            152.152545    139.133769  13.018776   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         Google Search       13773.17         87            158.312298    139.133769  19.178529   Above Avg   152.152545  6.159753      Increase    4.050000      
2024-03-01         Google Search       11917.70         98            121.609183    139.133769  -17.524586  Below Avg   158.312298  -36.703115    Decrease    -23.180000    
2024-04-01         Google Search       9459.04          76            124.461052    139.133769  -14.672717  Below Avg   121.609183  2.851869      Increase    2.350000      
2024-01-01         Instagram Ads       9038.24          58            155.831724    141.842479  13.989245   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         Instagram Ads       9363.57          79            118.526202    141.842479  -23.316277  Below Avg   155.831724  -37.305522    Decrease    -23.940000    
2024-03-01         Instagram Ads       9915.90          71            139.660563    141.842479  -2.181916   Below Avg   118.526202  21.134361     Increase    17.830000     
2024-04-01         Instagram Ads       12881.52         84            153.351428    141.842479  11.508949   Above Avg   139.660563  13.690865     Increase    9.800000      
2024-01-01         Organic Search      6400.53          53            120.764716    132.546319  -11.781603  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         Organic Search      10411.90         64            162.685937    132.546319  30.139618   Above Avg   120.764716  41.921221     Increase    34.710000     
2024-03-01         Organic Search      11968.77         88            136.008750    132.546319  3.462431    Above Avg   162.685937  -26.677187    Decrease    -16.400000    
2024-04-01         Organic Search      8858.07          80            110.725875    132.546319  -21.820444  Below Avg   136.008750  -25.282875    Decrease    -18.590000    
2024-01-01         Referral            7394.74          47            157.334893    141.450020  15.884873   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         Referral            10693.63         78            137.097820    141.450020  -4.352200   Below Avg   157.334893  -20.237073    Decrease    -12.860000    
2024-03-01         Referral            11488.53         76            151.164868    141.450020  9.714848    Above Avg   137.097820  14.067048     Increase    10.260000     
2024-04-01         Referral            7692.96          64            120.202500    141.450020  -21.247520  Below Avg   151.164868  -30.962368    Decrease    -20.480000    
2024-01-01         TikTok Ads          6767.26          53            127.684150    135.568352  -7.884202   Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         TikTok Ads          12619.96         79            159.746329    135.568352  24.177977   Above Avg   127.684150  32.062179     Increase    25.110000     
2024-03-01         TikTok Ads          10757.31         91            118.212197    135.568352  -17.356155  Below Avg   159.746329  -41.534132    Decrease    -26.000000    
2024-04-01         TikTok Ads          9290.89          68            136.630735    135.568352  1.062383    Above Avg   118.212197  18.418538     Increase    15.580000

================================================================================
3.4a) Top 10 Channel ARPU Improvements (absolute)
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-04-01         Google Display  11447.80         386           29.657512     50.933690   -21.276178  Below Avg   33.660326   -4.002814     Decrease    -11.890000    
2024-04-01         Email           10389.13         394           26.368350     51.764844   -25.396494  Below Avg   31.460028   -5.091678     Decrease    -16.180000    
2024-04-01         Organic Search  10980.55         397           27.658816     50.039693   -22.380877  Below Avg   33.931452   -6.272636     Decrease    -18.490000    
2024-04-01         TikTok Ads      10099.18         386           26.163678     51.739073   -25.575395  Below Avg   33.041978   -6.878300     Decrease    -20.820000    
2024-04-01         Instagram Ads   10298.53         375           27.462746     49.213603   -21.750857  Below Avg   34.614831   -7.152085     Decrease    -20.660000    
2024-04-01         Google Search   11346.72         410           27.674926     52.107656   -24.432730  Below Avg   35.341212   -7.666286     Decrease    -21.690000    
2024-04-01         Direct          10102.39         377           26.796790     48.624904   -21.828114  Below Avg   35.001878   -8.205088     Decrease    -23.440000    
2024-04-01         Facebook Ads    10026.72         395           25.384101     47.064512   -21.680411  Below Avg   34.246627   -8.862526     Decrease    -25.880000    
2024-04-01         Referral        9663.44          375           25.769173     50.977013   -25.207840  Below Avg   36.173620   -10.404447    Decrease    -28.760000    
2024-03-01         Instagram Ads   12322.88         356           34.614831     49.213603   -14.598772  Below Avg   48.850818   -14.235987    Decrease    -29.140000

================================================================================
3.4b) Top 10 Channel ARPU Improvements (percentage)
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-04-01         Google Display  11447.80         386           29.657512     50.933690   -21.276178  Below Avg   33.660326   -4.002814     Decrease    -11.890000    
2024-04-01         Email           10389.13         394           26.368350     51.764844   -25.396494  Below Avg   31.460028   -5.091678     Decrease    -16.180000    
2024-04-01         Organic Search  10980.55         397           27.658816     50.039693   -22.380877  Below Avg   33.931452   -6.272636     Decrease    -18.490000    
2024-04-01         Instagram Ads   10298.53         375           27.462746     49.213603   -21.750857  Below Avg   34.614831   -7.152085     Decrease    -20.660000    
2024-04-01         TikTok Ads      10099.18         386           26.163678     51.739073   -25.575395  Below Avg   33.041978   -6.878300     Decrease    -20.820000    
2024-04-01         Google Search   11346.72         410           27.674926     52.107656   -24.432730  Below Avg   35.341212   -7.666286     Decrease    -21.690000    
2024-04-01         Direct          10102.39         377           26.796790     48.624904   -21.828114  Below Avg   35.001878   -8.205088     Decrease    -23.440000    
2024-02-01         Direct          12916.49         228           56.651271     48.624904   8.026367    Above Avg   76.049677   -19.398406    Decrease    -25.510000    
2024-04-01         Facebook Ads    10026.72         395           25.384101     47.064512   -21.680411  Below Avg   34.246627   -8.862526     Decrease    -25.880000    
2024-04-01         Referral        9663.44          375           25.769173     50.977013   -25.207840  Below Avg   36.173620   -10.404447    Decrease    -28.760000

================================================================================
3.4c) Top 10 Channel ARPU Declines (absolute)
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         Email           12241.32         238           51.434117     51.764844   -0.330727   Below Avg   97.796883   -46.362766    Decrease    -47.410000    
2024-02-01         Google Search   14230.48         268           53.098805     52.107656   0.991149    Above Avg   92.315684   -39.216879    Decrease    -42.480000    
2024-02-01         Instagram Ads   10747.18         220           48.850818     49.213603   -0.362785   Below Avg   85.926019   -37.075201    Decrease    -43.150000    
2024-02-01         Referral        11182.97         211           52.999857     50.977013   2.022844    Above Avg   88.965402   -35.965545    Decrease    -40.430000    
2024-02-01         TikTok Ads      12764.15         226           56.478539     51.739073   4.739466    Above Avg   91.272098   -34.793559    Decrease    -38.120000    
2024-02-01         Google Display  12662.75         238           53.204831     50.933690   2.271141    Above Avg   87.212093   -34.007262    Decrease    -38.990000    
2024-02-01         Organic Search  11362.06         213           53.343004     50.039693   3.303311    Above Avg   85.225500   -31.882496    Decrease    -37.410000    
2024-03-01         TikTok Ads      12027.28         364           33.041978     51.739073   -18.697095  Below Avg   56.478539   -23.436561    Decrease    -41.500000    
2024-02-01         Facebook Ads    12203.93         229           53.292270     47.064512   6.227758    Above Avg   75.335052   -22.042782    Decrease    -29.260000    
2024-03-01         Direct          12110.65         346           35.001878     48.624904   -13.623026  Below Avg   56.651271   -21.649393    Decrease    -38.220000

================================================================================
3.4d) Top 10 Channel ARPU Declines (percentage)
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         Email           12241.32         238           51.434117     51.764844   -0.330727   Below Avg   97.796883   -46.362766    Decrease    -47.410000    
2024-02-01         Instagram Ads   10747.18         220           48.850818     49.213603   -0.362785   Below Avg   85.926019   -37.075201    Decrease    -43.150000    
2024-02-01         Google Search   14230.48         268           53.098805     52.107656   0.991149    Above Avg   92.315684   -39.216879    Decrease    -42.480000    
2024-03-01         TikTok Ads      12027.28         364           33.041978     51.739073   -18.697095  Below Avg   56.478539   -23.436561    Decrease    -41.500000    
2024-02-01         Referral        11182.97         211           52.999857     50.977013   2.022844    Above Avg   88.965402   -35.965545    Decrease    -40.430000    
2024-02-01         Google Display  12662.75         238           53.204831     50.933690   2.271141    Above Avg   87.212093   -34.007262    Decrease    -38.990000    
2024-03-01         Email           10948.09         348           31.460028     51.764844   -20.304816  Below Avg   51.434117   -19.974089    Decrease    -38.830000    
2024-03-01         Direct          12110.65         346           35.001878     48.624904   -13.623026  Below Avg   56.651271   -21.649393    Decrease    -38.220000    
2024-02-01         TikTok Ads      12764.15         226           56.478539     51.739073   4.739466    Above Avg   91.272098   -34.793559    Decrease    -38.120000    
2024-02-01         Organic Search  11362.06         213           53.343004     50.039693   3.303311    Above Avg   85.225500   -31.882496    Decrease    -37.410000
================================================================================
4.1) MOFU Monthly ARPU Performance and MoM-Analysis by Campaigns
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1            NULL                   1562.75          23            67.945652     38.241434   29.704218   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         1            NULL                   1745.56          43            40.594418     38.241434   2.352984    Above Avg   67.945652   -27.351234    Decrease    -40.250000    
2024-03-01         1            NULL                   1945.63          72            27.022638     38.241434   -11.218796  Below Avg   40.594418   -13.571780    Decrease    -33.430000    
2024-04-01         1            NULL                   1722.90          99            17.403030     38.241434   -20.838404  Below Avg   27.022638   -9.619608     Decrease    -35.600000    
2024-01-01         2            Spring_Prospecting_EU  1662.74          20            83.137000     45.269559   37.867441   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         2            Spring_Prospecting_EU  2619.77          49            53.464693     45.269559   8.195134    Above Avg   83.137000   -29.672307    Decrease    -35.690000    
2024-03-01         2            Spring_Prospecting_EU  1764.76          71            24.855774     45.269559   -20.413785  Below Avg   53.464693   -28.608919    Decrease    -53.510000    
2024-04-01         2            Spring_Prospecting_EU  1785.49          91            19.620769     45.269559   -25.648790  Below Avg   24.855774   -5.235005     Decrease    -21.060000    
2024-01-01         3            Summer_Launch          583.83           8             72.978750     40.548457   32.430293   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         3            Summer_Launch          1693.62          38            44.568947     40.548457   4.020490    Above Avg   72.978750   -28.409803    Decrease    -38.930000    
2024-03-01         3            Summer_Launch          2401.23          89            26.980112     40.548457   -13.568345  Below Avg   44.568947   -17.588835    Decrease    -39.460000    
2024-04-01         3            Summer_Launch          1642.94          93            17.666021     40.548457   -22.882436  Below Avg   26.980112   -9.314091     Decrease    -34.520000    
2024-01-01         4            Lookalike_3pct_DE      956.31           15            63.754000     38.647897   25.106103   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         4            Lookalike_3pct_DE      2425.36          52            46.641538     38.647897   7.993641    Above Avg   63.754000   -17.112462    Decrease    -26.840000    
2024-03-01         4            Lookalike_3pct_DE      1823.93          74            24.647702     38.647897   -14.000195  Below Avg   46.641538   -21.993836    Decrease    -47.160000    
2024-04-01         4            Lookalike_3pct_DE      1778.90          91            19.548351     38.647897   -19.099546  Below Avg   24.647702   -5.099351     Decrease    -20.690000    
2024-01-01         5            Holiday_Special        1209.36          15            80.624000     41.972238   38.651762   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         5            Holiday_Special        2077.34          47            44.198723     41.972238   2.226485    Above Avg   80.624000   -36.425277    Decrease    -45.180000    
2024-03-01         5            Holiday_Special        1811.74          74            24.482972     41.972238   -17.489266  Below Avg   44.198723   -19.715751    Decrease    -44.610000    
2024-04-01         5            Holiday_Special        1709.66          92            18.583260     41.972238   -23.388978  Below Avg   24.482972   -5.899712     Decrease    -24.100000    
2024-01-01         6            SEO_Boost              1266.70          17            74.511764     39.055048   35.456716   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         6            SEO_Boost              1951.46          58            33.645862     39.055048   -5.409186   Below Avg   74.511764   -40.865902    Decrease    -54.840000    
2024-03-01         6            SEO_Boost              2139.43          75            28.525733     39.055048   -10.529315  Below Avg   33.645862   -5.120129     Decrease    -15.220000    
2024-04-01         6            SEO_Boost              1914.61          98            19.536836     39.055048   -19.518212  Below Avg   28.525733   -8.988897     Decrease    -31.510000    
2024-01-01         7            Retention_Push         1433.12          19            75.427368     41.593919   33.833449   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         7            Retention_Push         1590.95          34            46.792647     41.593919   5.198728    Above Avg   75.427368   -28.634721    Decrease    -37.960000    
2024-03-01         7            Retention_Push         2038.71          81            25.169259     41.593919   -16.424660  Below Avg   46.792647   -21.623388    Decrease    -46.210000    
