click_id,user_id,channel,campaign_id,timestamp
307,4423.0,Google  Search,27.0,2024-01-28 12:03:29
308,507.0,Instagram Ads,48.0,2024-03-14 08:34:27
309,4488.0,TikTok Ads,29.0,2024-04-12 07:33:50
310,5716.0,Instagram Ads,18.0,2024-01-08 23:32:23
311,5625.0,Google Search,30.0,2024-03-08 09:07:37
312,137.0,Google Display,10.0,2024-02-26 06:28:51
313,2665.0,Facebook Ads,,2024-02-12 04:48:33
314,2023.0,,23.0,2024-01-01 02:59:26
315,2257.0,fb_ads,33.0,2024-04-18 21:16:49
316,1410.0,Google Display,13.0,2024-01-16 16:10:22
317,527.0,Facebook Ads,44.0,2024-03-23 01:17:15
318,1608.0,Facebook Ads,12.0,2024-03-03 14:51:54
319,2281.0,Google Display,27.0,2024-02-28 11:03:06
320,4872.0,Instagram Ads,25.0,2024-03-25 20:04:05
321,7241.0,TikTok Ads,46.0,2024-03-09 18:39:46
322,6890.0,,36.0,2024-03-22 17:37:22
323,2304.0,FB Ads,38.0,2024-01-25 17:08:37
324,4807.0,Instagram Ads,999.0,2024-01-11 13:16:18
325,4427.0,Google Search,7.0,2024-04-19 19:09:26
326,5429.0,Google Search,44.0,2024-01-11 07:05:32
327,8459.0,instagram ads,44.0,2024-01-31 01:18:21
328,5094.0,Google Search,40.0,2024-01-23 06:34:55
329,2508.0,Google Search,16.0,2024-04-01 23:47:58
330,8288.0,Google Search,20.0,2024-02-05 17:42:24
331,4265.0,Instagram Ads,40.0,2024-01-29 09:33:26
332,3028.0,Google Display,48.0,2024-02-08 21:42:12
333,4752.0,Google Search,32.0,2024-02-23 10:26:16
334,1759.0,Instagram Ads,19.0,2024-04-19 13:24:17
335,4961.0,TicTok Ads,23.0,31/03/2024 20:36
336,7510.0,Google Display,33.0,2024-04-11 22:56:12
337,1029.0,Google Display,47.0,2024-03-30 05:20:24
338,2295.0,Facebook Ads,5.0,2024-04-03 22:24:48
339,7730.0,Google Display,33.0,2024-04-12 00:41:58
340,5310.0,TikTok Ads,40.0,2024-01-14 02:53:56
341,2608.0,Google Search,44.0,
342,3877.0,Google Display,25.0,22/03/2024 13:36
343,1015.0,Google Search,48.0,2024-03-13 16:28:02
344,483.0,FB Ads,29.0,2024-04-21 10:00:25
345,3207.0,Instagram Ads,15.0,2024-02-01 11:23:31
346,3151.0,Google Search,43.0,2024-01-07 10:54:21
347,86.0,Instagram Ads,5.0,2024-04-12 13:22:42
348,3400.0,Instagram Ads,23.0,18/04/2024 11:43
349,1101.0,insta_Ads,37.0,2024-04-10 10:32:42
350,1933.0,google search,22.0,26/02/2024 07:00
351,4119.0,Facebook Ads,11.0,2024-01-15 12:29:11
352,3956.0,TikTok Ads,26.0,2024-04-16 00:16:20
353,1817.0,Facebook Ads,3.0,2024-02-20 15:47:38
354,974.0,TikTok Ads,22.0,2024-01-13 02:28:18
355,1195.0,tiktok ads,45.0,2024-01-07 20:47:57
356,1160.0,TikTok Ads,6.0,invalid_date
357,4433.0,Google Search,33.0,2024-03-09 00:19:08
358,4972.0,,4.0,2024-02-08 02:14:18
359,6216.0,Gogle Search,4.0,2024-03-14 06:00:32
360,7041.0,TikTok Ads,29.0,
361,6025.0,Facebook Ads,4.0,2024-01-18 20:42:29
362,3722.0,TikTok Ads,0.0,2024-01-12 01:05:49
363,2077.0,Facebook Ads,23.0,
364,2126.0,Instagram Ads,43.0,invalid_date
365,3373.0,Facebook Ads,15.0,invalid_date
366,4796.0,Google Display,18.0,2024-04-15 03:11:46
367,885.0,Instagram Ads,40.0,2024-01-16 05:35:06
368,2247.0,TikTok Ads,48.0,2024-01-24 20:02:50
369,2326.0,Google Display,42.0,2024-01-23 04:23:26
370,554.0,TikTok Ads,53.0,2024-01-12 14:18:56
371,6291.0,Instgram Ads,3.0,2024-03-14 15:47:30
372,7063.0,Facebook Ads,49.0,06/01/2024 01:07
373,5509.0,Facebook Ads,38.0,2024-01-06 07:26:15
374,7112.0,Google Search,36.0,25/02/2024 19:28
375,7595.0,TikTok Ads,17.0,2024-03-15 00:56:42
376,3904.0,Google Search,44.0,
377,4847.0,Instagram Ads,18.0,2024-02-18 15:28:35
378,203.0,TikTok Ads,17.0,2024-03-27 04:17:54
379,,Google Search,31.0,2024-04-18 01:58:59
380,960.0,Google Search,40.0,2024-01-13 10:27:51
381,4228.0,Facebook Ads,32.0,2024-02-03 21:12:25
382,813.0,google-Search,33.0,2024-04-22 14:29:11
383,3735.0,Facebook Ads,2.0,2024-03-09 14:39:38
384,733.0,FB Ads,33.0,2024-04-09 05:35:53
385,3344.0,FB Ads,44.0,23/03/2024 19:31
386,2345.0,TikTok Ads,22.0,2024-03-13 18:18:04
387,4818.0,Google Display,19.0,2024-04-24 19:19:10
388,3465.0,TikTok Ads,48.0,2024-04-22 21:55:24
389,3521.0,TikTok Ads,47.0,invalid_date
390,3680.0,TikTok Ads,47.0,2024-01-24 13:01:49
391,843.0,TikTok Ads,21.0,2024-04-21 16:49:48
392,3999.0,Facebook Ads,21.0,2024-01-23 09:52:54
393,7292.0,Instagram Ads,23.0,15/01/2024 20:15
394,7933.0,Instagram Ads,15.0,25/01/2024 07:51
395,4014.0,Instagram Ads,43.0,2024-02-20 12:59:16
396,5597.0,Google Search,33.0,2024-04-21 20:24:33
397,3246.0,,8.0,2024-04-17 16:31:27
398,7699.0,Google Display,28.0,
399,2169.0,TikTok Ads,28.0,2024-03-19 02:56:07
400,3956.0,Google Search,53.0,2024-04-24 20:29:14
401,1766.0,Gogle Search,23.0,2024-03-20 09:29:39
402,7139.0,Instagram Ads,47.0,24/04/2024 11:32
403,8346.0,Google Search,24.0,2024-03-29 01:35:23
404,7186.0,TikTok Ads,50.0,2024-02-27 17:44:40
405,792.0,TikTok Ads,28.0,2024-03-15 13:53:07
406,2924.0,Google Search,48.0,2024-02-10 21:50:35
407,4559.0,TikTok Ads,23.0,2024-01-24 00:29:17
408,7974.0,Google Display,17.0,21/01/2024 14:33
409,4566.0,Google Display,33.0,2024-01-06 07:27:38
410,652.0,TikTok Ads,,2024-03-12 18:11:01
411,6988.0,TikTok Ads,30.0,2024-01-22 06:50:32
412,1966.0,Instagram Ads,6.0,2024-02-24 01:41:09
413,1909.0,Google Search,15.0,2024-03-04 12:28:11
414,5495.0,TikTok Ads,5.0,02/03/2024 03:07
415,629.0,TikTok Ads,36.0,invalid_date
416,131.0,TikTok Ads,15.0,2024-02-21 12:19:21
417,7939.0,Instagram Ads,13.0,invalid_date
418,,Google Search,40.0,2024-02-04 14:04:34
419,4311.0,tik_tok_ads,23.0,04/02/2024 23:09
420,3800.0,Instagram Ads,41.0,2024-03-10 08:20:11
421,4841.0,google search,49.0,invalid_date
422,5332.0,Instgram Ads,30.0,2024-01-23 01:07:02
423,6523.0,instagram ads,32.0,2024-02-15 14:31:37
424,4390.0,Instagram Ads,50.0,2024-03-02 16:12:31
425,7241.0,Facebook Ads,18.0,2024-02-12 12:22:21
426,748.0,Instagram Ads,11.0,invalid_date
427,5402.0,,47.0,2024-03-14 15:08:41
428,5461.0,TikTok Ads,4.0,2024-03-11 07:29:52
429,2573.0,Instagram Ads,15.0,01/02/2024 08:11
430,5432.0,TikTok Ads,1.0,2024-01-04 21:20:20
431,1680.0,Instagram Ads,19.0,2024-02-14 15:54:07
432,4052.0,Google Search,25.0,2024-01-26 11:24:16
433,4424.0,Google Search,47.0,2024-03-21 15:48:40
434,2488.0,tiktok ads,13.0,2024-03-01 14:54:34
435,6966.0,Google Search,30.0,invalid_date
436,7724.0,Instagram Ads,27.0,2024-04-03 20:34:19
437,8301.0,Google Search,47.0,2024-03-13 09:05:00
438,1775.0,TicTok Ads,26.0,2024-03-27 19:34:06
439,1786.0,Facebook Ads,41.0,2024-01-19 12:32:42
440,3403.0,Instagram Ads,6.0,2024-04-29 17:02:40
441,3809.0,Instagram Ads,20.0,2024-01-30 05:54:09
442,6661.0,Facebook Ads,49.0,2024-04-04 21:37:56
443,5129.0,Google  Display,46.0,17/04/2024 17:35
444,1335.0,Instagram Ads,25.0,2024-01-03 15:29:41
445,1991.0,Instagram Ads,8.0,2024-03-23 08:49:56
446,7983.0,TikTok Ads,1.0,
447,4442.0,TikTok Ads,37.0,2024-01-28 11:31:11
448,3350.0,Facebook Ads,17.0,invalid_date
449,2218.0,,27.0,2024-04-01 08:39:30
450,92.0,Google Display,7.0,2024-03-05 06:44:07
451,7680.0,Google Search,36.0,2024-03-07 23:37:05
452,3157.0,Instgram Ads,20.0,invalid_date
453,3320.0,Google Display,14.0,2024-02-21 01:22:41
454,2076.0,TikTok Ads,25.0,2024-04-24 23:42:43
455,7757.0,Google Search,14.0,2024-04-29 09:45:07
456,2701.0,Google Search,4.0,2024-03-26 09:05:57
457,7729.0,TikTok Ads,16.0,2024-03-14 06:23:23
458,7774.0,TikTok Ads,6.0,invalid_date
459,4551.0,Instagram Ads,32.0,2024-02-18 15:35:47
460,7134.0,,24.0,2024-03-08 04:26:15
461,3503.0,Google Display,12.0,2024-01-03 01:44:13
462,5915.0,Google Search,22.0,12/03/2024 15:02
463,8238.0,TikTok Ads,42.0,2024-04-02 23:03:58
464,4146.0,Googel Search,53.0,
465,7447.0,Instgram Ads,42.0,2024-01-21 04:08:59
466,473.0,Google Display,12.0,2024-01-26 13:31:30
467,1957.0,Google Search,35.0,2024-02-07 16:57:19
468,274.0,Facebook Ads,11.0,2024-04-23 22:54:27
469,6001.0,Instagram Ads,43.0,2024-01-13 14:42:42
470,8217.0,facebook ads,29.0,2024-04-28 03:57:02
471,8282.0,Googel Search,36.0,2024-03-07 07:17:02
472,1411.0,Instagram Ads,6.0,2024-01-17 18:44:07
473,330.0,Google Search,24.0,2024-02-17 21:51:18
474,3131.0,Googel Display,25.0,2024-02-04 13:33:32
